date,user,star,like,comment
2019년 3월 25일,김건우,5,2.0,너무좋아요 그리고 신기해요
2019년 4월 25일,Timothy Choi,4,,첨엔 로봇청소기 알람을 잘 전해주다가 업데이트 후로는 안되네요;
2019년 3월 21일,한규정,1,,업데이트 후 되던 것도 안됨!
2019년 3월 25일,In-Yong Hwang,2,,연결 안됨이 너무 자주 뜨네요
2019년 3월 20일,김영진,4,,간혹 안되는것 빼곤 훌륭함
2019년 3월 24일,한상훈,5,,역시삼성입니다
2019년 4월 5일,손효준,5,,공기청정기 사서 연결했는데 원격 최고네요 좋습니다
2019년 4월 5일,Jessie Lee,4,,삼성가전기기를 유용하게 해주는 좋은 앱
2019년 3월 23일,김정연,5,,"패밀리허브,에어컨,세탁기,TV,스타워즈청소기도 다 좋아요~^^!!재미나요~ 홧팅!!"
2019년 4월 7일,명익,2,,이거 삼성만 되는거 아닌가여??
2019년 4월 3일,정윤옥,5,,좋아요 자주 애용하고 있습니다
2019년 3월 15일,Hyun Kim,5,1.0,super great
2019년 3월 11일,이블리,5,,편하네요 잘쓰고 있습니다
2019년 4월 2일,Oliver Sacks,3,,나쁘지 않음
2019년 3월 20일,이루다,5,,편해영
2019년 3월 31일,Google 사용자,5,,좋네용^^밖에서 집에들어올때 켜놓으면 되니까^^좋네용^^♡♡ 강추네요
2019년 4월 6일,김현휘,5,,좋아요 ㅎㅎ
2019년 4월 4일,김신비가이,5,,너무 편리해요 강츄에요.
2019년 3월 15일,Google 사용자,5,,좋이요
2019년 3월 29일,갤놋9,4,,아직은 불안정
2019년 3월 25일,박홍걸,1,,최악이네용
2019년 4월 2일,정동진,5,,삼성 가전제품쓴다면 필수~~
2019년 4월 6일,조용권,5,,편리한 기능이 많다
2019년 5월 2일,이지윤,5,,너무 잘 쓰고 있습니다
2019년 4월 9일,강주석,1,,자기 맘데로 업데이트
2019년 3월 15일,성효제,4,,사용하기 편리해요.
2019년 4월 1일,H W Han,5,,아주 좋네요 쵝오~
2019년 4월 5일,서영철,4,,잘 모르겠음
2019년 3월 14일,임종안,5,,유용한 앱입니다
2019년 4월 9일,코베인,5,,좋네요 스마트하게
2019년 2월 20일,남성이기영,5,9.0,좋아요
2019년 4월 7일,하데스,1,,망앱
2019년 3월 12일,Alexey,5,,Good
2019년 3월 30일,Heejin Lee,5,,👍👍👍👍👍
2019년 3월 26일,Marine Lieut. YUN,5,,아주 아주 좋아요^^
2019년 3월 15일,강남재벌,5,,감사합니다
2019년 3월 30일,sangpil park,5,,아주좋네요
2019년 3월 16일,Google 사용자,5,,좋습니다.
2019년 3월 6일,하루아빠,5,1.0,좋아요
2019년 3월 24일,찌찌롱,4,,좋아요~
2019년 3월 22일,Google 사용자,4,,좋아요.
2019년 3월 29일,Google 사용자,5,,좋아요.
2019년 2월 24일,정민재,5,,좋네요
2019년 3월 12일,가윤빠,5,,좋아요
2019년 3월 18일,김형국,5,,좋아요
2019년 2월 26일,김동철,5,,좋아요
2019년 3월 28일,오목이,5,,좋음
2019년 3월 28일,이훈,4,,좋아요
2019년 3월 31일,ceta feel,5,,좋음
2019년 2월 28일,킴쪼옹,5,,좋아요
2019년 3월 20일,정해용,5,,좋아요
2019년 3월 20일,김병극,5,,좋습니다
2019년 3월 27일,김일웅,5,,좋아
2019년 3월 16일,류필현,5,,좋아요
2019년 3월 27일,박창영,5,,굿
2019년 3월 10일,Google 사용자,4,,좋아요
2019년 3월 15일,김동현,5,,굿
2019년 3월 12일,심예원,5,,좋아요
2019년 3월 24일,심지훈,5,,좋아요
2019년 2월 26일,돌배,5,,굿~~~
2019년 3월 21일,woo jong,3,16.0,편한데 알림1표시가 안사라짐 노트8
2019년 4월 3일,금조달인,5,3.0,연결도 편하고 말도 잘듣네요
2019년 4월 7일,Google 사용자,5,8.0,연결이 편합니다. 쓸만해요!
2019년 3월 13일,김대환,5,8.0,연결이 편하고 빨라서 좋아요~
2019년 4월 3일,김동우,1,2.0,1없애봐
2019년 3월 8일,최진영,4,3.0,GOOD
2019년 3월 24일,Google 사용자,5,14.0,좋아요
2019년 4월 2일,UMFORCE1,5,24.0,"삼성 커넥트를 이용해 TV, 사운드바를 원격으로 제어하는데 매우 편리했습니다. 로봇청소기와 세탁기, 에어컨은 외출 시에도 디바이스 상태를 확인할 수 있어서 좋았구요~! 이런 가전제품들을 하나의 스마트기기에서 연결해 관리하니 매우 편리했습니다. 삼성 최고~!"
2019년 3월 17일,이종호,5,43.0,집에 삼성 가전제품을 사용하니 커넥트 어플로 편리하게 알림받고 외부에서 설정하고 좋습니다. 에어컨같은거 외부에서 미리 켜놓으면 집에들어갈때 시원하네요. 삼성커넥트 알림바에서 tv가 예전에 외부에있을때는 없어젔다가 알림바 활성화 되고 그랬는데 지금은 외부에 나가도 항상 켜져있네요 연결안될때는 상단바 활성화가 없어졌으면 하네요.
2019년 3월 25일,Yeon-Sik Ryu,4,15.0,삼성 커넥트를 사용하면 삼성 가전제품의 이용현황을 쉽게 파악할 수 있고 폰 하나만으로 모든 기기를 제어할 수 있으니까 편하네요. 하지만 아직 tv연결 시 조작 버튼이 몇개밖에 없기 때문에 이용에 제한이 있네요.
2019년 3월 27일,Google 사용자,5,31.0,광고로 통해 이 어플을 알게 되었지만 아이디어가 정말 놀아웠던 것 같습니다. 이 어플하나로 집에 있는 삼성 가전제품을 사용하니 이 커넥트 어플로 편리하게 알림을 받고 외부에서도 설정하기 간편하고 편리해서 좋은거 같습니다. 또한 tv를 깜박하고 켜두고왔을 때 효율적으로 끄고 여름같이 더운날에 에어컨 미리 가동시켜 집에 들어갔을 때 시원하게 들어갈 수 있어 좋습니다. 이 어플을 지금 알게되어 아쉽기만 합니다 . 최고의 어플입니다
2019년 3월 18일,강홍석,5,8.0,"삼성스마트tv와 미박스, NAS, 블루투스 스피커 등을 이용하고 있는데 삼성커넥트를 이용하니까 연결과 이용이 간편해서 너무 좋네요. 예전에 미러링 한번 해보려고 고생하던때에 비하면 천지차이입니다 더 발전하는 모습 기대할게요~"
2019년 3월 20일,김지성,4,2.0,휴대폰은 물론 집에 대부분 삼성 전자제품이 많아서 편리하게 연결해서 쓰기 좋네요. 과거 상상속에서만 보았던 편리한 생활들을 실제로 영유하는 기분입니다.!! 하지만 아직 실 기능적으로 제한되는 부준이 많아서 추후 업데이트가 필요할거 같습니다. 앞으로 삼성커넥트를 통해 sf속 실생활을 영유하길 기대해보겠습니다.
2019년 3월 16일,MYOUNGHYUK LIM,5,2.0,앱 하나로 집안의 모든 가전제품을 집 안팎에서 제어할 수 있어 너무좋네요! 이 모든게 삼성 커넥트 앱을 통해 체험하고 사용할 수 있다는것에 놀라울 따름이네요! 무엇보다 호환성이 뛰어나 컴퓨터나 티비 작업시 일상생활이 한결 수월해져서 너무 좋아요? 감사합니다^^~
2019년 4월 5일,jaybe Lee,4,17.0,삼성 빠돌이라면 당신 한번 써보지 않겠는가? 아이폰이나 샤오미처럼 삼성도 와이파이나 블루투스를 이용하여 폰하나로 커넥트하여 원격으로 사용할수있는어플 개인적인평가로 집에 삼성제품 몇가지 연결해보니 직관성 좋음 하지만 샤오미같이 모든제품이 되는건 아닌듯..
2019년 3월 14일,김영미,5,3.0,스마트한 생활을 삼성 커넥트 앱만 있으면 누릴 수 있다니 놀랍네요.역시 삼성전자라는 말이 나오네요!! 아이가 셋이다보니 아이안전지킴이 기능이 너무 마음에 드네요! 아이가 어디있는지 수시로 확인이 가능하니 안심이 될거 같아요!! 앱 사용 잘 할께요!!요 스마트한 앱을 모르는 사람들도 많은거 같은데 주위에 알려줘야겠어요♡*♡
2019년 4월 7일,원덕연,5,3.0,나왔을때부터 사용중인데 편하고 좋습니다. 과거에는 상상도 못할 일들이 요즘은 일상이 되어가는것을 볼때면 앞으론 어떻게 달라질지 기대됩니다. 삼성 커넥트의 또 다른 세상을 보여주길 기대합니다.
2019년 4월 1일,J J,5,3.0,"스마트폰으로 삼성 커넥트 앱을 통해 티비, AV, 에어컨, 세탁기, 로봇청소기, 냉장고 등 여러 가전제품을 편하게 제어 할 수 있다니 너무 편하고 좋네요. 티비라도 볼라면 리모컨 찾기 바빴는데 이제는 그럴 필요가 없을거 같습니다. 집에 다른 가전제품 있는것도 이제 삼성으로 전부 교체해야겠습니다. 이런 편한 기능이 핸드폰에 깔려있었는데 이제야 알아버렸다니.. 좋은기능 잘 사용하겠습니다.^^"
2019년 2월 22일,김동성,4,2.0,굳히 이걸 사용할 필요가 있을까 생각했는데 한번 사용 해보니 생각보다 너무 편해서 요즘은 거의 매일 사용중입니다. 특히 타사 제품들과 호환이 된다는 점이 좋았고 여러가지 제품들과 함께 사용할수있어서 좋았습니다. 역시 전자제품은 삼성 사랑해요 삼성♡♡
2019년 4월 9일,Google 사용자,5,1.0,유용한 어플입니다. 거의 모든 삼성 제품(신제품)을 제어 할 수 있는거 같습니다. 삼성의 기술력이 이제 하드에서 소프트로 성장하고 있군요. 더욱 더 소프트에 큰 성과가 있기를 기대합니다
2019년 3월 30일,SANG HO WOO,5,3.0,아이 가방에 삼성태그 사용 중인데 위치도 잘나오고 좋네요. 한가지 흠이라면 알림존 범위가 너무 넓은게 좀 바끼면 좋게습니다. 범위가 너무 넓어서 학교에서 나왔는지 알기 힘드네요. 수정되면 더욱 좋겠네요~~
2019년 3월 18일,김대영,5,1.0,전엔 TV 연결에만 간혹 사용했었는데 이번에 구매한 Gear sports를 처음 연결할 때 블루투스 연결부터 모든 설정을 samsung connect에서 자동으로 해주는 점이 너무 편리했습니다. 앞으로도 많은 발전 기대합니다.
2019년 3월 19일,kc k,4,2.0,"노트8,75인치 삼성tv로 연결해서 미러링 기능이 역으로 되는게 너무 신기하고 좋네요 메뉴구성도 깔끔하고 이해도 쉽게 되서 좋습니다. 단 TV, iptv 셋텁박스,홈시어터 연결시에는 음향은 안나와서 아쉽습니다. TV Plus (옵티컬 )연결시에는 소리가 나오구요 곧 업데이트해주실꺼라 믿습니다."
2019년 4월 6일,losajjang,5,2.0,삼성커넥트를 사용하고 싶은데 주변에 삼성기기가 없는 와중에 회사 회의용 tv가 삼성 led tv였습니다. 회의중에 노트8에 설치된 삼성커넥트로 tv를 컨트롤해주니 사람들이 마이너리티 리포트 같다고 놀라더라구요. 정말 편리하네요.
2019년 3월 12일,이동훈,5,3.0,삼성전자 제품을 하나로 묶어주는 최고의 방법! 블루투스 하나면 모든 삼성 제품 및 여러 종류의 전자제품을 하나로 묶어주고 정말 쓰기편하고 직관적인 UX 이보다 좋은 앱은 없는듯 하네요ㅎㅎ 유용하게 잘 쓰고있습니다 삼성전자 최고! 앞으로 10년이고 100년이고 영원하기를!
2019년 3월 27일,Sohyun Lee,5,3.0,수능이 끝나고 나서 스마트폰을 갖게 되었는데 세상 많이 편해진것 같아요!! 티비도 폰 하나만으로 조종하고 실내 조명도 조절하고 냉장고까지...이런 세상 꿈만 꿨었는데 이런것에 대한 연구도 해보고 싶네용
2019년 3월 20일,이주훈,5,1.0,samsung connect를 이번에 휴대폰을 바꾸면서 알게 되었는데요. 정말 유용한 어플인거 같습니다. 집에 tv와 로봇청소기가 연결이 되더다구요. 나중에 다른 가전제품들도 커넥트와 연결이 되는 제품으로 바꿔야 겠어요.
2019년 3월 10일,박미애,5,10.0,"편리한 어플이네요. 스마트폰 하나 들고서 다른 디바이스들 제어가 가능하니까,귀차니즘에 빠진 나란 인간을 구제해주는 단비같은 어플.ㅡ_ㅡ 등록가능한 종류와 기종들 더많이 추가해주시고, 앱안정성도 쭉~ 잘 확보해주시길 바랍니다.ㅎ"
2019년 3월 29일,화리스,5,4.0,어플은 혁명적이네요! 그런데 저희 집엔 호환되는 기계가 많지가않네요... 약간은 시기상조 이지만 좀 더 홈 어플라이언스가 많아지면 어디서나 필요한 어플이네요. 지금은 돈벌어서 최신 가전제품으로 바꿔야하겠어요.
2019년 3월 8일,SadLegend,1,2.0,스마트싱스와 함께 연동하려면 국내계정이 아닌 해외계정을 새로 만들어야하는 번거로움.. sc와 st를 하나로 묶어서 국내에 빨리 출시해줬으면 하는 바람. 아직은 갈길이 구만리
2019년 3월 20일,조재원,5,1.0,핸드폰사서 써보는데 TV와 로봇청소기 등 삼성 제품들을 원격으로 제어할 수 있어 편리합니다. 근데 2016년 전 제품들도 연동이 되었으면 좋겠습니다.
2019년 4월 2일,하리보킴,5,1.0,앱 하나로 TV.냉장고.에어콘.청소기 등 가전제품을 제어할수 있다니 획기적인 아이디어 임에 틀림 없다. 그러나 아직 제어가능한 제품이 많지않아 다소 사용에 큰 장점이나 해택이 없는것으로 보인다. 앞으로 더욱더 신경써야 할것 같은 생각이 듬.
2019년 3월 14일,손민경,5,2.0,"집에 있는 티비와 연결하여 가족들이 같이 사진과 영상을 쉽게 볼 수 있어서 좋아요. 다른 삼성 제품들도 구매하게 된다면 연결해서 알림도 받을 수 있어서, 구매할때 삼성 제품으로 할 큰 이유가 될 것 같아요. 지속적인 추가 업데이트 바랍니다."
2019년 3월 16일,싱니,5,,"항상 편하게 사용하는기능인데요, 노트8로 바꾼후 티비화면을 폰으로 보려고 실행하니 자꾸 연결이안되고 해제되어버리네요.. 왜이런건지;;"
2019년 4월 17일,백정훈,5,1.0,휴대폰 하나로 집을 컨트롤할 수 있는 시대가 드디어 왔다고 느꼈습니다. 집 밖에서도 가전제품 현황을 확인 할 수 있고 컨트롤 할 수도있니깐 정말 신기하고 편리합니다!ㅎㅎ
2019년 3월 18일,오철e투브,5,16.0,예전에 사용하던 컨트롤 기능보다 쉽고 다양하게 사용할수있고 하나로 모든것 통제해서 너무 좋아요. 이제 서야 이런걸 알았다니 부끄럽네요. 앞으로 이 앱으로 쭉 갑니다~~
2019년 3월 29일,김근범,4,3.0,공기청정기는 연동 안되나요? 삼성 스마트홈에서 로봇청소기와 공기청정기 연동해서 쓰고 있는데..몇주전부터 알림만 되고 연결이 안되서 커넥터 설치했는데..공기청정기는 없내요. 하나만 제대로 씁시다..정리좀해주세요
2019년 3월 27일,김용환,5,2.0,이번에 노트8로 바꾸면서 알게되었습니다. 스마트폰과 모들기기와 연결하니 정말 편리해집니다. 앞으로 앱을 더 발전시켜 삼성만의 브랜드로 하면 좋을것 같습니다.
2019년 3월 21일,배민우,5,2.0,미래의 IOT기능을 미리체험하는 느낌입니다. 단점은 각제조사별로 자기제조사만 제어되는게 아쉽네요ㅜㅜ표준규격으로 다지원됬으면좋겠습니다 ㅜㅜㅜ
2019년 3월 19일,이재영,5,1.0,너무 신기한 기술. 강추입니다 핸드폰하나로 냉장고 티비와 연동이 가능하다니 너무 편리합니다 세탁기 에어컨도 삼성으로 바꿀이이유가 충분합니다 아직 안써보신분이라면 꼭 신세계를 경험하실겁니다. 강추!!!!!!!
2019년 3월 27일,Google 사용자,5,1.0,정말 간편하고 사용하기 편리하네요~^^ 마치 어렸을때 생각했던 미래가 현실로 다가오는것 같아요! 삼성 정말 우리나라의 선두주자 임에 변함 없습니다~ 다른분도 사용해 보셔요~
2019년 3월 18일,권범준,4,1.0,아직은 기존 스마트홈에서 지원하던 기기들을 전부 지원하지는 않지만. 점차 늘어나고있어 마음에듭니다. 추후 지원 기기가 저 확장되었으면 좋겠습니다.(예. 공기 청정기. 구형 로봇청소기의 히스토리 보기기능 등)
2019년 3월 15일,SUNGHYUN LEE,5,9.0,삼서우기기와의 연동 혹은 다른 스마트기기 연결 간 전환이 쉽고 아주 편합니다! 특 차랸에서 내비게이션 이용 시 차량과 블루투스 연결 상태에서 안내 음성은 기기로 나오고 음악은 차량으로 나오게 할 수 있는 점이 최대 강점이라 생각합니다 많은 사람들이 사용하면 더 좋을 듯 합니다!
2019년 3월 15일,김주선,5,,정말 유용한 어플이네요. 핸드폰과 TV 화면이 서로 연동되니 재미있습니다. 저는 요즘 딸아이와 별자리 어플을 핸드폰에서 실행하고 Samsung Connect로 TV와 연결해서 보고있습니다. 정말 좋아하네요 ^_^
2019년 2월 27일,haku i,5,,올 해 중순부터 sk스마트홈과 삼성커넥트 병행 연결하여 사용중인데 정말 편리하고 청소 습도 공기질 관리가 너무 편리 해졌어요!!^^ 주변 지인들도 집에 놀러왔다가 다들 반해서 구입하더라구요. 앞으로 더 많은 제품 더 많은 기능들이 업데이트 되었으면 좋겠어요~^^
2019년 3월 3일,정지원,5,,"이제 티비볼때마다 리모컨찾지않아도 될것같습니다. 상호작용을 위해 가전제품 자체 프로그램을 재설정하는 것이 아닌 스마트폰을 이용한 일방향적 사용이 이용을 좀 더 편리하게 해줍니다. 노트8 구매 후 삼성멤버스 혜택을 통해 받은 블루투스 스피커도 자주 이용하는데, 삼성 커넥트를 이용해 더 손쉬운 스피커사용이 가능해졌습니다. 추후 구매할 삼성 가전제품들과의 만남이 더욱 기대됩니다."
2019년 3월 21일,Google 사용자,5,1.0,이제 리모컨 찾아 삼만리 안해도 되네요 사용도 직관적으로 사용할 수 있게 디자인되어 사용도 편리하네요. 웬지 등록 목록 채워가는 재미도 있을듯 하군요. 한마디로 매우 만족합니다.
2019년 3월 29일,황현우,5,,탑건 삼성컨넥트로 비디오포털 연결해서 영화도보고.. 블루투스 이어폰 등 디바이스 연결을 쉽게하고있습니다.. 하지만 집에 삼성가전제품이 별로없어 다양하게 이용은 못하네요..
2019년 2월 25일,눈누난나,5,,노트8 사용중인데 핸드폰 갖다가 여러 제품을 조작한다는게 너무 신기해요.옛날에는 그렇지 않돈곳이 현실로 이루어지는 모습도 너무 놀랍고요.
2019년 4월 5일,아카드,5,,"스마트폰 하나로 스마트기기를 제어할 수 있는 앱이네요. 가장 자주 쓰는건 TV입니다. 폰에 있는 영상도 바로 볼 수 있고 볼륨이나 전원등을 리모콘 없어도 제어 할 수 있네요. 한마디로 삼성 스마트 기기 통합 리모콘앱!! 멀리서도, 스케줄대로 관리 할 수 있어 좋아요. ^^"
2019년 2월 19일,이대한,5,,집에 삼성 제품을 많이 사용 하는데요. 삼성 커넥트로 가전제품들을 연결 시켜서 핸드폰과 연동을 시키니까 외출했을때도 조작할수있어서 너무 편리합니다. 가족들이 너무 신기해하고 좋아합니다. 이렇게 편리한 어플을 만들어 주셔서 너무너무 감사합니다 ~ 고맙습니다^^
2019년 3월 21일,so mira,5,,앱하나로 삼성가전제품을 이용하니 편리하고 신세계네요. 워킹맘으로서 청소기와 세탁기 자동알림 메세지로 집안일이 훨씬 줄어들고 시간절약과 수월해 져서 너무 좋습니다. 아이가 아직 어려 아직 사용안하고 있지만 우리아이 안전 지킴이도 관심이 가네요. 좋은 정보 알게되어서 고맙습니다.
2019년 3월 22일,이홍범,5,,집에 삼성제품을 주로쓰고 있다면 강추인 앱입니다. 처음엔 신기하고 나중엔 별생각 없이 쓰다가 없으면 허전한 그런앱
2019년 2월 24일,이정수,5,,편리하고 좋습니다. 끊임없이 사용자 경험을 개선해주시는게 참 좋으네요. 다만 미들웨어를 활용한 타사 제품 연동도 더 고려해주시면 너무 감사하겠어요.
2019년 4월 7일,우성열,5,,앱을 사용하면서 집에 가전제품 활용도가 넘 좋아졌어요. tv를 미러링해서 보는데 tv로 크게 볼 수도 있고 폰으로 tv를 볼 수 있어 넘 좋아요. 이 앱때문에라도 삼성 제품 구입이 많아 질듯ㅋ
2019년 3월 18일,SWan S,3,,디바이스 순서를 바꿀 수 있으면 좋겠어요. 많은 디바이스 중 자주 쓰는게 저~ 아래 있어서 쓰기 불편합니다. 블루투스가 장소 지정이 안되는 것도 고쳐주세요.
2019년 3월 25일,카리사,5,,집에 있는 가전제품이 거의 삼성이라서 편리하게 이용하고 있습니다. 이런 앱을 만들어 주셔 감사합니다.ㅎㅎ
2019년 3월 13일,Google 사용자,5,,핸드폰 하나로 다른 디바이스를 컨트롤할 수있다는게 너무 편리하고 좋은것 같습니다. 나머지 가전제품들도 삼성으로 하나씩 바꿔가고싶네요 ㅎㅎ
2019년 4월 3일,樂園,5,,스마트폰 하나로 삼성 제품을 여러가지 한번에 컨트롤 할수 있으니 편하기도 하고 무엇보다 안심이 됩니다. 특히 외부에 있으면서 뭔가 깜빡했을때 대비할수 있다는게 엄청 좋아여. 앞으로도 계속 업그레이드 해주시고 많은 제품으로 확대시켜 주세여
2019년 4월 5일,민민,5,,편리한 앱이네요. 생활이 좀 더 편리하고 스마트해지는 점이 좋네요. 아직 많이 사용해보지는 못했지만 지원 안되는 가전이 많아서 집안 가전을 최신으로 다 바꿔야하나 생각하게 되네요. 우리 아이의 안전 지킴이 사용해보고 싶어요. 더 편리하게 발전하길 바라며.
2019년 3월 22일,천재근짱,5,1.0,집안의여러전자제품을휴대폰으로제어관리할수있다는게놀랍습니다.특히냉장고문을잘못닫거나했을때알려주는건잘쓰고있구요.다만같은삼성제품인데최근것과고사양제품만제어가가능한것이아쉽네요.
2019년 3월 25일,석혜자,4,2.0,삼성폰에 삼성제품 사용이 많은데 이렇게 편한걸 이제서야 알게되어 기쁘면서도 아쉽네요. 진즉알았으면 더 스마트한 라이프를 누릴텐데 말이죠. 잘 쓰겠습니다.
2019년 3월 10일,Google 사용자,4,,스마트시대에 걸맞게 하나의 기기로 여러 삼성 기기들을 조작 할 수 있다니 편합니다. 주위가 삼성 전자제품들이어야 하겠지만요. 휴대용 리모콘같은 느낌이라 좋아요.
2019년 3월 21일,부알못,5,,"디바이스와 연결만 된다면 폰으로 간단하게 컨트롤할수있어서 너무 편리한거같고, 너무 좋은기능인거 같습니다. 다운받으시면 후회 없으실 거에요"
2019년 3월 27일,일심동체,5,,삼성 커넥트를 통해 평소 건망증이 심한 저에게 굉장히 효율적인 어플이 될 수 있을 것 같습니다. 전자기기 간의 상호 연결을 한다는 삼성의 상상이상의 아이디어에 별점5개를 아끼지 않겠습니다. 미래의 소비자로서 더욱 발전하는 모습을 기대하고 있겠습니다. 삼성전자 화이팅!
2019년 4월 11일,sung-woo Park,5,,오우 정말 서프라이즈~♡장난아니에요 정말.너무 편해져서 마치 미래를 벌써 경험한느낌 미래도시인가 !앞으로 삶이 너무 편해질거같아 걱정이네요ㅋ
2019년 3월 5일,All App Show,5,,컨텍트테그 쓰는데 상당히 편리합니다. 각종 디바이스를 한곳에서 관리할수있으니 향후 교체하는 가전구입에 도움ㅇ 될듯 ㅎㅎ
2019년 3월 18일,남규민,5,,며칠전 스마트폰 구입 했는데 어플하나로 삼성 가전제품 연동되고 이전폰 자료들 옮기기도 엄청 편하고..진짜 편하네요ㅋ 기술력 짱이네요~
2019년 3월 29일,sua lee,5,1.0,"TV에서 컨텐츠 쏴서 보는데, 상단바에 나와서 너무 편하네요. BT스피커나 이어폰도 많이 사용하는 편인데 이것도 상단바에 나오고 오디오패쓰도 변경이 가능해서 너무 좋아요. 나중에 iot기기들 많아지면 더 잘 쓸수있을것같아요!"
2019년 4월 9일,권동영,5,1.0,집에서 사용하는 삼성 가전제품에 연계하여 사용하니 생활의 편리함이 한층 늘어났습니다. 어플하나를 통해 쉽게 통제가 가능하다는 것에 또 놀랐습니다
2019년 2월 27일,Google 사용자,5,,세상이 나날이 첨단화 되가네요ㅎ 너무 편리한 외부설정은 대박이네요ㅎ 그나저나 보안성은 안전한거죠? 다른사람이 우리집을 원격으로 제어 할수있다는걸 얼마전 뉴스에서 봤어요. 불안하지만 사용은 편리해요.
2019년 3월 16일,나종찬,5,,"우연치 않게 알게되어 어플을 사용하게 됬는데요, 집에 TV, 냉장고드와 연결해서 알람기능을 사용하거나 혹은 집에 들어가기전에 미리 다양한기능을 세팅해놓고 집에 가자마자 사용할때는 책에서만 배우던 그런세상이 온것같네요. 너무 신기하고 편리합니다ㅎㅎ 다들 다운하시고 편리한 생활하세여!!ㅎㅎ"
2019년 3월 31일,양희동,5,,완전 신기하네요. 더이상 유선이 필요없는 세상이라 더좋네요. 다행이도 집에 삼성제품만 있다보니ㅎㅎ
2019년 3월 26일,라니안,5,,삼성에서 만들어 더욱 믿고 사용할 수 있는 서비스라고 생각합니다. 스마트한 생활을 위해서 IoT를 구축할때에는 삼성 커넥트가 필수가 될거라 생각됩니다. 커켁트에 연결할 제품을 하나씩 늘려봐야겠습니다.
2019년 3월 29일,Google 사용자,5,,삼성커넥트 처음으로 써보는데 아직집에 호환되는게 많지는 않지만 굉장히 유용한 기능인건 알겠네요! 앞으로 삼성제품 더 이용해야겟어요^^
2019년 3월 13일,추윤호,5,,정말 좋은 기능이란걸 알게되었습니다. 그동안 왜 몰랐는지ㅠ 핸드폰하나로 집안 가전제품을 컨트롤 할 수 있다는것이 마치 미래세상에 살고있다 생각합니다.
2019년 3월 17일,show쇼팽,5,,제일 많이 사용하고 있는 기능은 핸드폰과 tv연결입니다. 항상 매끄럽게 잘 되고 있어 종종 애용하고 있습니다. 간단하게 설거지 하거나 청소할 때는 스피커랑 연결해서 음악 들으면서 하니 좀 편하고 유용한 기능입니다.
2019년 4월 2일,youngchang jang,4,,갤럭시 기어s3와의 호환도 편리하고 각종 블루투스 기기들과 연결이 무척 편리합니다. 그중에서도 가장 애용하고 마음에 들어 하는 기능은 스마트티브이와 스마트폰의 호환및 열결입니다. 스마트폰으로 촬영한 사진이나 동영상을 가족들이나 친구들과 큰 티비 화면으로 공유할수 있는점이 매우 마음에 드네요
2019년 4월 17일,박영준,5,1.0,"집에서 삼성 티비를 보고, 삼성 노트북으로 공부를하고, 삼성 폰을 항상 손에 들고다니면서도 이런 유용한 어플이 있다는것을 알지 못했다. 정말 다양한 기능들이 있고, 이에대한 코멘트를 짧게 적어보자면( 적용가능한 기기를 꼭확인하기 바란다.) 집에 삼성 가전제품이 있다면 이어플을 이용해 기기들을 스마트하게 바꿀수 있다! 하이테크가 무엇인지 알수있다... (잘만사용하면 너무 편하다.)하지만 적용가능 기기가 아직은 한정적이고 사용방법숙지가 시간이 걸려 귀찮아서 하지않는 사용자도 있을것 같다. 아직은 과도기적 단계에 있는 어플인것 같지만, ...
전체 리뷰"
2019년 3월 28일,TAMES JUNG,5,,사물인터넷 미리보기서비스 같네요. 지금은 딱히 연동되는 아이템이 많지는 않지만 앞으로 늘려나가는 재미가 있겠어요. 바꿔말하자면 삼성전자도 iot시대를 잘 주도해서 지금보다 더 큰 마켓쉐어 가지시길 바랍니다.
2019년 3월 26일,Etoile,5,,이제 사물인터넷의 시대가 본격적으로 시작되는군요. 삼성페이에 이어 삼성커넥트가 저를 삼성에서 벗어나지 못하게 만드네요 ㅠㅠ
2019년 3월 7일,지니,5,,여러분들이 4차 산업혁명의 선두주자입니다. 빅데이터와 사물인터넷을 이용 하는 저희들도 주인공이 됩니다.하지만 저는 호완되는 제품이없네요ㅜ
2019년 3월 9일,Google 사용자,5,,이런 앱이 있다는게 신기할따름이네요. 집안에 가전제품을 전부 삼성 신형으로 바꾸고싶습니다. 지금은 티비를 커넥트로 보고있는데 영상편집할때 응용해서 쓸수도 있어요! 대박인거죠. - jaydenseol
2019년 3월 11일,nopuk,5,,살기 좋은 편한 세상이 되어가고 있는 것 같습니다. 유럽에 가니 삼성 휴대폰 광고가 많아서 인상 깊었는데 앞으로 좀 더 다양한 분야에서 선전해서 국가브랜드 가치가 더욱 더 높아졌으면 좋겠습니다.
2019년 3월 5일,손정호,5,,홈오토메이션이 더욱 가깝게 느껴지네요. 휴대폰 하나로 모든걸 콘트롤 할 수 있다는 생각. 집에있는 가전 제품을 다 바꾸고 싶은 생각이 들어요.
2019년 3월 29일,최종섭,5,,삼성컨넥터를 이제야 알게되다니 너무신기할 다름입니다. 개발자분들도 대단한거 같아요. 여러모로 편한삶을 살수있게 해주시네요~
2019년 3월 8일,James Lee,5,,와이파이 컨넥트를 통해 집안의 각종 기기들을 제어할 수 있어서 무척 편리합니다. 집안의 와이파이지원 공기청정기와 연결해보았는데 언제 어디서든 내가 원하는대로 제어가 가능할 것 같아요. 이젠 스마트기기뿐만아니라 가전도 IOT지원여부가 필수가 될 것 같아요.
